CustomerKey;GeographyKey;CustomerAlternateKey;Title;FirstName;MiddleName;LastName;NameStyle;BirthDate;MaritalStatus;Suffix;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;EnglishEducation;SpanishEducation;FrenchEducation;EnglishOccupation;SpanishOccupation;FrenchOccupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;Phone;DateFirstPurchase;CommuteDistance;Region;Age;BikeBuyer
11125;37;AW00011125;None;Dana;J;Navarro;0;1956-04-08;S;None;F;dana2@adventure-works.com;70000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;8481 Zartop Street;None;1 (11) 500 555-0172;8/4/07;5-10 Miles;Pacific;68;0
11127;361;AW00011127;None;Jan;None;Edwards;0;1975-10-21;M;None;F;jan11@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;1;9409 The Alameda;None;111-555-0118;10/12/07;5-10 Miles;North America;49;0
11128;635;AW00011128;None;Samantha;None;Long;0;1975-12-05;M;None;F;samantha35@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;1;1606 Alderwood Lane;None;175-555-0139;12/21/2007;5-10 Miles;North America;48;0
11129;638;AW00011129;None;Julia;M;Wright;0;1975-08-05;S;None;F;julia17@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;1;7397 Central Blvd.;None;456-555-0174;2/6/06;5-10 Miles;North America;49;1
11130;543;AW00011130;None;Caroline;L;Russell;0;1980-01-06;M;None;F;caroline21@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;3884 Bates Court;None;424-555-0137;6/11/08;5-10 Miles;North America;44;0
11131;50;AW00011131;None;Amanda;None;Rivera;0;1980-03-12;M;None;F;amanda7@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;9573 Royal Oak Rd.;None;918-555-0126;4/20/2008;0-1 Miles;North America;44;0
11132;51;AW00011132;None;Melissa;E;Richardson;0;1980-10-26;S;None;F;melissa31@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;6832 Fruitwood Dr;None;928-555-0118;10/11/07;5-10 Miles;North America;44;1
11133;542;AW00011133;None;Angela;None;Griffin;0;1980-09-08;S;None;F;angela23@adventure-works.com;30000;0;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Clerical;Administrativo;Employ‚;0;2;3828 Baltic Sea Ct;None;598-555-0174;7/2/08;0-1 Miles;North America;44;0
11135;302;AW00011135;None;Marcus;L;Harris;0;1979-11-03;S;None;M;marcus14@adventure-works.com;30000;0;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Clerical;Administrativo;Employ‚;0;2;9068 Quiet Place Drive;None;442-555-0119;10/20/2007;5-10 Miles;North America;45;1
11136;53;AW00011136;None;Brianna;D;Morgan;0;1978-10-26;S;None;F;brianna30@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;9005 Eagle Ct.;None;954-555-0117;7/7/07;0-1 Miles;North America;46;1
11137;641;AW00011137;None;Jasmine;A;Taylor;0;1978-07-20;M;None;F;jasmine7@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;2457 Matterhorn Court;None;557-555-0146;2/1/08;5-10 Miles;North America;46;0
11138;325;AW00011138;None;Lauren;None;Davis;0;1978-09-15;M;None;F;lauren23@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;8105 Pembrook Court;None;832-555-0121;3/22/2008;0-1 Miles;North America;46;0
11140;301;AW00011140;None;Javier;L;Alvarez;0;1977-02-11;S;None;M;javier1@adventure-works.com;30000;0;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Clerical;Administrativo;Employ‚;0;2;8935 Etcheverry Dr.;None;763-555-0134;9/20/2007;5-10 Miles;North America;47;0
11141;314;AW00011141;None;Nicole;None;Ramirez;0;1977-06-21;M;None;F;nicole42@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;1101 C Street;None;152-555-0162;11/17/2007;0-1 Miles;North America;47;0
11142;51;AW00011142;None;Eduardo;None;Patterson;0;1977-08-14;S;None;M;eduardo55@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;6255 Macalvey Dr.;None;190-555-0184;8/17/2007;0-1 Miles;North America;47;0
11143;334;AW00011143;None;Jonathan;M;Henderson;0;1977-02-04;M;None;M;jonathan4@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;165 East Lane Road;None;149-555-0113;12/17/2007;5-10 Miles;North America;47;0
11144;607;AW00011144;None;Edward;None;Hernandez;0;1979-09-09;S;None;M;edward48@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;7607 Pine Hollow Road;None;178-555-0196;7/29/2007;0-1 Miles;North America;45;1
11145;536;AW00011145;None;Jasmine;L;Coleman;0;1979-12-08;S;None;F;jasmine46@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;1961 Oak Grove Road;None;857-555-0115;7/29/2007;0-1 Miles;North America;44;1
11147;40;AW00011147;None;Ernest;L;Wu;0;1939-02-05;M;None;M;ernest6@adventure-works.com;60000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;1;1832 RiverRock Dr;None;1 (11) 500 555-0139;11/13/2005;0-1 Miles;Pacific;85;1
11149;25;AW00011149;None;Theodore;None;Gill;0;1941-04-20;M;None;M;theodore14@adventure-works.com;40000;2;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;9120 Pinewood Court;None;1 (11) 500 555-0194;12/6/07;0-1 Miles;Pacific;83;0
11152;633;AW00011152;None;James;J;Williams;0;1976-01-10;S;None;M;james77@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;6827 Seagull Court;None;355-555-0153;7/13/2007;5-10 Miles;North America;48;1
11153;635;AW00011153;None;Angela;R;James;0;1976-06-23;M;None;F;angela34@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;8877 Weatherly Drive;None;847-555-0111;9/30/2007;5-10 Miles;North America;48;0
11154;553;AW00011154;None;Megan;G;Walker;0;1976-08-21;S;None;F;megan25@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;6898 Holiday Hills;None;918-555-0186;7/14/2007;5-10 Miles;North America;48;1
11155;301;AW00011155;None;Hunter;J;Robinson;0;1976-01-26;S;None;M;hunter50@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;8356 Mori Court;None;891-555-0125;7/10/07;1-2 Miles;North America;48;1
11156;334;AW00011156;None;Maria;None;Roberts;0;1976-02-07;S;None;F;maria47@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;9452 Mariposa Ct.;None;158-555-0199;7/12/07;1-2 Miles;North America;48;1
11157;642;AW00011157;None;Hannah;E;Long;0;1975-06-11;M;None;F;hannah32@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;1832 Preston Ct.;None;974-555-0177;1/25/2008;5-10 Miles;North America;49;0
11158;361;AW00011158;None;Jason;K;Wright;0;1975-10-08;S;None;M;jason46@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;6771 Bundros Court;None;694-555-0176;7/23/2007;5-10 Miles;North America;49;1
11159;385;AW00011159;None;Brianna;A;Hughes;0;1975-09-17;S;None;F;brianna57@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;6793 Bonifacio St.;None;319-555-0183;3/11/08;1-2 Miles;North America;49;0
11160;311;AW00011160;None;Maurice;M;Tang;0;1974-01-08;S;None;M;maurice4@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;2886 Chaparral Court;Space # 45;947-555-0172;8/25/2007;5-10 Miles;North America;50;1
11161;311;AW00011161;None;Emily;None;Wood;0;1974-04-22;S;None;F;emily27@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;1562 Black Walnut;None;184-555-0114;12/3/07;1-2 Miles;North America;50;0
11162;331;AW00011162;None;Chase;None;Cox;0;1974-03-05;S;None;M;chase10@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;P.O. Box 8070;None;764-555-0116;8/22/2007;5-10 Miles;North America;50;1
11163;372;AW00011163;None;Gabriel;None;Wang;0;1974-12-20;M;None;M;gabriel21@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;8002 Crane Court;None;617-555-0150;11/2/07;5-10 Miles;North America;49;0
11164;374;AW00011164;None;Devin;None;Brooks;0;1974-05-05;S;None;M;devin63@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;4231 Highland Dr.;None;502-555-0138;10/29/2007;1-2 Miles;North America;50;0
11165;348;AW00011165;None;Jocelyn;None;Alexander;0;1973-07-18;M;None;F;jocelyn18@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;3376 Bank Way;None;354-555-0134;11/26/2007;1-2 Miles;North America;51;0
11166;631;AW00011166;None;Ashley;None;Martinez;0;1972-04-24;S;None;F;ashley18@adventure-works.com;70000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;2;6993 Whyte Park Ave.;None;131-555-0194;4/16/2008;0-1 Miles;North America;52;0
11167;618;AW00011167;None;Jasmine;J;Barnes;0;1972-08-01;S;None;F;jasmine43@adventure-works.com;80000;0;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;1;9183 Via Del Sol;None;178-555-0156;7/11/07;0-1 Miles;North America;52;1
11168;348;AW00011168;None;David;None;Rodriguez;0;1968-05-15;S;None;M;david83@adventure-works.com;80000;0;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;1;38 Shangri-la Rd.;None;730-555-0128;7/19/2007;0-1 Miles;North America;56;1
11169;312;AW00011169;None;Bryce;None;Richardson;0;1968-06-22;M;None;M;bryce8@adventure-works.com;90000;4;4;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;1;1841 Blackwood Drive;None;178-555-0176;11/27/2007;0-1 Miles;North America;56;0
11170;612;AW00011170;None;Carol;T;Howard;0;1968-02-05;M;None;F;carol5@adventure-works.com;90000;4;4;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;1;6281 Edward Ave;None;845-555-0127;2/27/2008;0-1 Miles;North America;56;0
11171;385;AW00011171;None;Jonathan;E;Hill;0;1967-10-09;S;None;M;jonathan43@adventure-works.com;100000;1;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;3731 Chinquapin Ct;None;134-555-0196;2/20/2006;1-2 Miles;North America;57;1
11172;626;AW00011172;None;Gabrielle;J;Adams;0;1967-11-21;M;None;F;gabrielle58@adventure-works.com;100000;1;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;5621 Arcadia Pl.;None;403-555-0152;11/4/07;1-2 Miles;North America;57;0
11173;552;AW00011173;None;Sarah;F;Thomas;0;1967-09-01;S;None;F;sarah13@adventure-works.com;110000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;0;4;5636 Mt. Whitney Dr.;None;868-555-0188;9/3/07;0-1 Miles;North America;57;0
11174;338;AW00011174;None;Nicholas;None;Robinson;0;1967-07-13;M;None;M;nicholas19@adventure-works.com;110000;0;1;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;0;1318 Lasalle Street;None;949-555-0138;1/14/2008;2-5 Miles;North America;57;0
11175;300;AW00011175;None;Luis;None;Wang;0;1963-03-05;S;None;M;luis24@adventure-works.com;70000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;2;6943 Patterson Blvd.;None;418-555-0127;2/28/2006;5-10 Miles;North America;61;1
11176;50;AW00011176;None;Mason;D;Roberts;0;1968-01-25;M;None;M;mason25@adventure-works.com;90000;4;4;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;1;5753 Megan Dr.;None;539-555-0162;8/6/07;1-2 Miles;North America;56;0
11177;359;AW00011177;None;Jose;M;Flores;0;1942-07-04;M;None;M;jose6@adventure-works.com;110000;2;4;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;3991 Rambling Rose Drive;None;157-555-0182;9/30/2007;5-10 Miles;North America;82;0
11178;334;AW00011178;None;Nathan;J;Johnson;0;1943-08-24;M;None;M;nathan55@adventure-works.com;100000;2;3;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;3;8927 Daylight Place;None;117-555-0182;8/25/2007;1-2 Miles;North America;81;0
11179;300;AW00011179;None;Molly;E;Rodriguez;0;1943-06-14;M;None;F;molly18@adventure-works.com;120000;2;4;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;3;5556 Riverland Dr.;None;135-555-0185;9/13/2007;5-10 Miles;North America;81;0
11180;307;AW00011180;None;April;None;Anand;0;1943-01-02;M;None;F;april18@adventure-works.com;160000;1;3;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;4;3531 Brookview Drive;None;702-555-0144;9/18/2007;0-1 Miles;North America;81;0
11181;338;AW00011181;None;Devin;P;Martin;0;1943-08-08;M;None;M;devin13@adventure-works.com;170000;2;3;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;1085 Greenbelt Way;Unit B-105;735-555-0197;11/8/07;0-1 Miles;North America;81;0
11182;638;AW00011182;None;Stephanie;None;Torres;0;1944-08-25;S;None;F;stephanie19@adventure-works.com;70000;4;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;6968 Mildred Ln.;None;567-555-0176;2/29/2008;10+ Miles;North America;80;0
11183;368;AW00011183;None;Jasmine;W;Lee;0;1944-07-15;S;None;F;jasmine19@adventure-works.com;70000;4;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;7502 Contuti Avenue;None;147-555-0199;11/1/07;10+ Miles;North America;80;0
11184;311;AW00011184;None;Meghan;None;Hernandez;0;1944-11-16;S;None;F;meghan3@adventure-works.com;70000;4;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;5872 L St.;None;967-555-0188;2/11/08;10+ Miles;North America;80;0
11185;53;AW00011185;None;Ashley;None;Henderson;0;1944-10-08;S;None;F;ashley31@adventure-works.com;70000;4;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;8834 San Jose Ave.;None;173-555-0121;8/25/2007;10+ Miles;North America;80;0
11186;352;AW00011186;None;Sarah;C;Price;0;1944-05-21;S;None;F;sarah25@adventure-works.com;70000;4;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;4815 Paraiso Ct.;None;180-555-0133;4/20/2008;10+ Miles;North America;80;0
11187;612;AW00011187;None;Jennifer;S;Cooper;0;1944-02-22;M;None;F;jennifer63@adventure-works.com;60000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;2429 Longview Road;None;857-555-0111;10/5/07;10+ Miles;North America;80;0
11188;361;AW00011188;None;Catherine;None;Morris;0;1944-09-06;M;None;F;catherine16@adventure-works.com;60000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;0;2;6542 Stonewood Drive;None;795-555-0117;5/4/08;1-2 Miles;North America;80;0
11190;300;AW00011190;None;Carson;None;Bryant;0;1944-06-22;M;None;M;carson17@adventure-works.com;70000;5;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;2995 Youngsdale Dr.;None;240-555-0142;2/29/2008;10+ Miles;North America;80;0
11191;310;AW00011191;None;Kristi;E;Perez;0;1945-12-18;S;None;F;kristi39@adventure-works.com;70000;5;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;3;1769 Lislin Ct;None;123-555-0181;2/11/06;10+ Miles;North America;78;1
11192;637;AW00011192;None;James;C;Brown;0;1945-09-13;M;None;M;james79@adventure-works.com;60000;4;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;673 Old Mountain View Dr.;None;725-555-0117;12/25/2007;2-5 Miles;North America;79;0
11193;553;AW00011193;None;Ian;A;Gray;0;1945-02-13;M;None;M;ian72@adventure-works.com;60000;4;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;5941 Gill Dr.;None;596-555-0190;8/29/2007;2-5 Miles;North America;79;0
11194;352;AW00011194;None;Jacqueline;R;Price;0;1945-06-10;M;None;F;jacqueline0@adventure-works.com;60000;4;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;872 Mark Twain Dr;None;266-555-0112;9/14/2007;2-5 Miles;North America;79;0
11195;635;AW00011195;None;Megan;None;Henderson;0;1946-02-10;M;None;F;megan55@adventure-works.com;60000;5;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;3;8411 Mt. Olivet Place;None;560-555-0150;10/16/2007;10+ Miles;North America;78;0
11196;536;AW00011196;None;Alfredo;None;Romero;0;1946-06-07;M;None;M;alfredo10@adventure-works.com;60000;5;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;3;2499 Greendell Pl;None;342-555-0110;9/4/07;10+ Miles;North America;78;0
11197;637;AW00011197;None;Andrea;None;Morris;0;1946-06-18;M;None;F;andrea18@adventure-works.com;70000;3;1;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;1;1883 Green View Court;None;715-555-0178;11/3/07;1-2 Miles;North America;78;0
11198;368;AW00011198;None;Brooke;None;Sanders;0;1946-11-26;S;None;F;brooke3@adventure-works.com;70000;4;1;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;1;5192 Dumbarton Drive;None;215-555-0156;8/9/07;10+ Miles;North America;77;0
11199;302;AW00011199;None;Jacqueline;None;Bennett;0;1946-11-06;M;None;F;jacqueline1@adventure-works.com;70000;4;1;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;1;8948 Chinquapin Court;None;413-555-0174;9/19/2007;10+ Miles;North America;78;0
11200;69;AW00011200;None;Jason;L;Griffin;0;1947-11-22;M;None;M;jason18@adventure-works.com;70000;4;1;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;1;7239 Nicholas Drive;None;232-555-0160;8/11/07;1-2 Miles;North America;76;0
11201;369;AW00011201;None;Amanda;None;Foster;0;1947-08-18;M;None;F;amanda37@adventure-works.com;70000;4;1;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;1;3984 San Francisco;None;505-555-0159;1/2/08;10+ Miles;North America;77;0
11202;334;AW00011202;None;Alexia;L;Price;0;1947-08-26;M;None;F;alexia0@adventure-works.com;80000;5;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;2;2079 Wellington Ct;None;552-555-0118;3/18/2008;1-2 Miles;North America;77;0
11203;60;AW00011203;None;Luis;D;Diaz;0;1948-08-21;M;None;M;luis21@adventure-works.com;40000;2;1;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;3682 Diablo View Road;None;171-555-0126;8/24/2007;10+ Miles;North America;76;0
11204;536;AW00011204;None;Destiny;C;Rivera;0;1948-06-01;M;None;F;destiny33@adventure-works.com;40000;2;1;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;6965 Appalachian Drive;None;743-555-0111;2/10/08;2-5 Miles;North America;76;0
11205;612;AW00011205;None;Abby;None;Fernandez;0;1948-07-24;M;None;F;abby13@adventure-works.com;40000;2;1;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;8330 Glenside Court;None;134-555-0119;1/28/2008;10+ Miles;North America;76;0
11206;626;AW00011206;None;Blake;None;Flores;0;1948-09-24;M;None;M;blake60@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;1;9410 Ferry St.;None;975-555-0163;11/12/07;10+ Miles;North America;76;0
11207;635;AW00011207;None;Danielle;None;Cox;0;1948-07-19;S;None;F;danielle12@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;1;2346 Wren Ave;None;396-555-0158;8/4/07;10+ Miles;North America;76;0
11208;325;AW00011208;None;Maria;None;Reed;0;1948-02-04;M;None;F;maria4@adventure-works.com;60000;2;1;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;0;1413 Bridgeview St;None;156-555-0163;9/5/07;10+ Miles;North America;76;0
11209;336;AW00011209;None;Allison;None;Evans;0;1948-01-13;M;None;F;allison21@adventure-works.com;60000;2;1;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;0;3515 Sutton Circle;None;988-555-0151;9/26/2007;10+ Miles;North America;76;0
11210;383;AW00011210;None;Edward;J;Wood;0;1948-06-08;M;None;M;edward50@adventure-works.com;70000;4;1;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;2;1039 Adelaide St.;None;229-555-0114;11/7/07;10+ Miles;North America;76;0
